resources,cache_last_updated,cache_url,created,description,format,hash,id,last_modified,mimetype,mimetype_inner,name,package_id,position,resource_type,revision_id,size,state,url,url_type,webstore_last_updated,webstore_url,dpe:portal,dpe:tags,dpe:themes,dpe:organisation.approval_status,dpe:organisation.created,dpe:organisation.description,dpe:organisation.id,dpe:organisation.image_url,dpe:organisation.is_organization,dpe:organisation.name,dpe:organisation.revision_id,dpe:organisation.state,dpe:organisation.title,dpe:organisation.type
287,,,2020-01-07T13:16:45.818Z,,spreadsheet,7649746f73615f87fbce93e7c7b19945,06a805f6-77c6-481a-8b08-ddef56afffdd,,,,tfl-journeys-type,edfd8c31-0ac6-4a1e-9ccd-2660161ebdce,1,,,48089,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/public-transport-journeys-type-transport/2020-01-07T13%3A16%3A44/tfl-journeys-type.xlsx,,,,data.london.gov.uk,"cable-car, journeys, transport, buses, travel, london, network, tube, Westminster, Wandsworth, Waltham Forest, newham, greenwich, passengers","[{'description': '', 'display_name': 'Transport', 'id': 'b35ef9b1-8875-4f7b-8aca-8373cff77d17', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A32.31/transport.png', 'name': 'transport', 'title': 'Transport'}]",approved,2014-10-01T12:57:32.404Z,"Transport for London (TfL) is a local government body responsible for most aspects of the transport system in Greater London. Its role is to implement the transport strategy and to manage transport services across London. TFL have responsibility for London Underground, London Rail, and Surface Transport.",9a1c2a36-e5b8-459e-840a-7835f925e06c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A57%3A41.14/tfl.png,True,tfl,,active,Transport for London (TfL),organization
288,,,2019-12-17T15:23:21.203Z,,pdf,2c1fa2a142cb8310c2f091f31849e104,e48f9438-67ac-4dda-9fdf-3495213f992f,,,,AppendixB_ IIA_HUDU_Issued_17122019.pdf,16fbfd9d-8330-46db-a37c-ac2196d0993e,1,,,1544058,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/thamesmead-and-abbey-wood-opportunity-area-documents/2019-12-17T15%3A23%3A17/AppendixB_%20IIA_HUDU_Issued_17122019.pdf,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
289,,,2016-06-15T15:55:10.365Z,,csv,6eedca4294546c4d8bda78af8b6470bc,111889d6-e97d-4188-a366-bb9207198ecd,,,,LFEPA purchase orders £5K-£10K 2014/15 - Q3 October to December 2015,0801f885-03e0-4a2d-9dbd-cf46f4050ee5,20,,,117242,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/lfepa-procurement-information-purchase-order-f5-000-to-f10-000/2016-06-15T15%3A55%3A04/LFEPA%20purchase%20orders%20%C2%A35K-%C2%A310K%201%20October%202015%20to%2031%20December%202015.csv,,,,data.london.gov.uk,"LFB London Fire Brigade, LFB, contracts, tenders, spending","[{'description': '', 'display_name': 'Crime and Community Safety', 'id': '45f26a78-96f6-44e0-846f-701c623f0efd', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A44%3A48.01/crime-and-community-safety.png', 'name': 'crime-and-community-safety', 'title': 'Crime and Community Safety'}, {'description': '', 'display_name': 'Transparency', 'id': '1d5852ed-0315-4472-927a-3d1bdaa4f630', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A24.62/transparency.png', 'name': 'transparency', 'title': 'Transparency'}]",approved,2014-10-01T12:57:29.029Z,,ed9dfa59-ec53-443f-a843-15b216b65288,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A52%3A26.80/lfb.png,True,lfb,,active,London Fire Brigade,organization
290,,,2019-05-31T10:24:24.649Z,,zip,3c42ca5a9aa89eb77babc221e6174236,64b65522-97b9-4a58-9928-bd1a9e4da800,,,,6. Internal Daylight Assessment (May addendum).zip,cebec6be-b8bf-4d7d-ab00-ad58e5a9eba0,13,,,1701604,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/pentavia-retail-park-public-consultation-documents-31-may---3-july-2019/2019-05-31T10%3A24%3A22/6.%20Internal%20Daylight%20Assessment%20%28May%20addendum%29.zip,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
291,,,2019-03-27T19:57:28.729Z,,pdf,7ed7d401fa9ae8a51e21fa0fbbe4c2e1,42f3ceee-9b8a-4254-93f3-d08659f838a7,,,,A_44032_MH - A50-00-09 - TYPICAL 1 BEDROOM APARTMENT_B.06.pdf,51f40cf8-4b52-4923-bd1b-cc4832af0026,112,,,407357,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/pentavia-retail-park-public-consultation-documents/2019-03-27T19%3A57%3A24/A_44032_MH%20-%20A50-00-09%20-%20TYPICAL%201%20BEDROOM%20APARTMENT_B.06.pdf,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
292,,,2019-12-20T12:22:29.979Z,,pdf,7e4f504785747b16ec8bcfdd09cfa353,83d4b9e1-d499-4d49-b13c-cf5ddd7fd2b9,,,,LFB Ethnicity and Pay Gap Report as at 31 March 2019 and Action Plan 2019.pdf,e8808350-c602-4040-88ce-991e32018d87,0,,,131925,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/london-fire-brigade---gender-and-ethnicity-pay-gap/2019-12-20T12%3A22%3A27/LFB%20Ethnicity%20and%20Pay%20Gap%20Report%20as%20at%2031%20March%202019%20and%20Action%20Plan%202019.pdf,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Transparency', 'id': '1d5852ed-0315-4472-927a-3d1bdaa4f630', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A24.62/transparency.png', 'name': 'transparency', 'title': 'Transparency'}, {'description': '', 'display_name': 'Employment and Skills', 'id': '50f66ade-4ef9-4814-b2cb-94e5b316d7f6', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A45%3A11.98/employment-and-skills.png', 'name': 'employment-and-skills', 'title': 'Employment and Skills'}, {'description': '', 'display_name': 'Crime and Community Safety', 'id': '45f26a78-96f6-44e0-846f-701c623f0efd', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A44%3A48.01/crime-and-community-safety.png', 'name': 'crime-and-community-safety', 'title': 'Crime and Community Safety'}, {'description': '', 'display_name': 'Income, Poverty and Welfare', 'id': '2b08e7dd-8abe-4e10-96e0-899d344639fd', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A45%3A49.31/income-poverty-welfare.png', 'name': 'income-poverty-welfare', 'title': 'Income, Poverty and Welfare'}]",approved,2014-10-01T12:57:29.029Z,,ed9dfa59-ec53-443f-a843-15b216b65288,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A52%3A26.80/lfb.png,True,lfb,,active,London Fire Brigade,organization
293,,,2019-03-27T20:12:13.744Z,,pdf,70fd1150102a26a9386f5a7498522409,4f20effc-96d5-428c-b557-30bef0bc960b,,,,"Pentavia, Mill Hill - Design and Access Statement Appendix.pdf",51f40cf8-4b52-4923-bd1b-cc4832af0026,32,,,124608272,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/pentavia-retail-park-public-consultation-documents/2019-03-27T20%3A11%3A54/Pentavia%2C%20Mill%20Hill%20-%20Design%20and%20Access%20Statement%20Appendix.pdf,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
294,,,2019-03-27T19:53:25.784Z,,pdf,e9dac4289b9113eeae5d698891122cba,e5e70f25-741e-4c44-bf2d-ba2ff3b8f185,,,,A_44032_MH - A41-00-05 - BLOCK Type B (Tower) BAY STUDY ELEVATION Outwards.pdf,51f40cf8-4b52-4923-bd1b-cc4832af0026,117,,,1179138,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/pentavia-retail-park-public-consultation-documents/2019-03-27T19%3A53%3A22/A_44032_MH%20-%20A41-00-05%20-%20BLOCK%20Type%20B%20%28Tower%29%20BAY%20STUDY%20ELEVATION%20Outwards.pdf,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
295,,,2018-11-29T14:44:40.117Z,,pdf,f47388df501b8f8a9d250d232922e0fe,a369ffb1-a923-42e7-bec9-45bb4a299d1f,,,,London's Economic Outlook: Autumn 2018 pdf,9b16ee6c-4275-4de4-9c0b-d9803dfeb191,4,,,1921023,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/medium-term-economic-forecast/2018-11-29T14%3A44%3A38/LEO-autumn-2018.pdf,,,,data.london.gov.uk,"economic-forecast, household-expenditure, household-income, employment, leo, output, economy","[{'description': '', 'display_name': 'Business and Economy', 'id': '737cc837-707b-42a9-8f58-c70f35a8eb28', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A44%3A08.31/business-and-economy.png', 'name': 'business-and-economy', 'title': 'Business and Economy'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
296,,,2017-03-30T09:29:59.195Z,,spreadsheet,d4bdc9818a3d8447ea4a6a8f147ace9b,64f771ee-38b1-4eff-8cd2-e9ba31b90685,,,,Pupils' resident LSOA to Secondary school flows (2016),146392df-b051-42ad-b8ec-454e440f0f8b,3,,,1630645,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/london-schools-atlas/2017-01-26T18%3A50%3A00/Catchments_LSOAtoSecSchool_2016_LDS.xlsx,,,,data.london.gov.uk,"pupils, projections, schools","[{'description': '', 'display_name': 'Young People', 'id': 'c16c3149-16d2-435f-a326-8eb3a613dadf', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A42.12/young-people.png', 'name': 'young-people', 'title': 'Young People'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
297,,,2019-03-27T20:17:58.132Z,,pdf,aec5d3af15e56ef691229ff74e4c37b9,99a354da-74ec-4f1e-995e-03f7d13e469e,,,,"Pentavia, Mill Hill - Ground Investigation Report, May 2015 - Part 3.pdf",51f40cf8-4b52-4923-bd1b-cc4832af0026,10,,,7447728,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/pentavia-retail-park-public-consultation-documents/2019-03-27T20%3A17%3A51/Pentavia%2C%20Mill%20Hill%20-%20Ground%20Investigation%20Report%2C%20May%202015%20-%20Part%203.pdf,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
298,,,2019-03-27T19:48:50.006Z,,pdf,51c79d19b53e6d7faa85995a272ab895,c3de4d5e-9d48-467a-8080-084e72ce0ae8,,,,A_44032_MH - A10-10-01 - GA_LEVEL 10_OVERALL PLAN.pdf,51f40cf8-4b52-4923-bd1b-cc4832af0026,151,,,782810,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/pentavia-retail-park-public-consultation-documents/2019-03-27T19%3A48%3A43/A_44032_MH%20-%20A10-10-01%20-%20GA_LEVEL%2010_OVERALL%20PLAN.pdf,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
299,,,2019-05-29T15:31:32.374Z,,pdf,fd3d166dab868b8f607d708c63d01133,7d41acaa-0c6c-4f68-92ed-f6bf39ad6807,,,,Provisional Outturn Financial Position as at end Q4 2018-19,b9d666ea-e860-45f0-93ad-e2529d33d3d6,1,,,935835,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/lfb-financial-and-performance-reporting-2018-19/2019-05-29T15%3A31%3A29/Provisional%20Outturn%20Financial%20Position%20Report%20v5.pdf,,,,data.london.gov.uk,"budget, performance, monitoring, LFB, LFC, GLA, mayor","[{'description': '', 'display_name': 'Crime and Community Safety', 'id': '45f26a78-96f6-44e0-846f-701c623f0efd', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A44%3A48.01/crime-and-community-safety.png', 'name': 'crime-and-community-safety', 'title': 'Crime and Community Safety'}, {'description': '', 'display_name': 'Transparency', 'id': '1d5852ed-0315-4472-927a-3d1bdaa4f630', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A24.62/transparency.png', 'name': 'transparency', 'title': 'Transparency'}]",approved,2014-10-01T12:57:29.029Z,,ed9dfa59-ec53-443f-a843-15b216b65288,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A52%3A26.80/lfb.png,True,lfb,,active,London Fire Brigade,organization
